date,time,code,name,summary,market
2026-09-16,15:40,3017,奇鋐,受邀參加永豐金證券 2026 Q3產業投資論壇，說明115年第二季營運結果與未來展望。,上市
2026-09-17,14:00,3444,利機,本公司受邀參加元大證券邀請舉辦法人說明會，說明公司之營運概況、財務及業務等相關資訊。,上櫃
2026-09-17,14:30,2239,英利-KY,本公司受邀參加富邦證券舉辦之法人說明會，說明本公司之營運概況、財務及業務相關資訊。,上市
2026-09-17,14:30,3605,宏致,本公司受邀參加台新證券舉辦之法人說明會，說明公司營運概況及未來展望。,上市
2026-09-17,14:30,6933,AMAX-KY,營運狀況與未來展望,上市
2026-09-17,14:30,6870,騰雲,本公司受邀參加國票綜合證券舉辦之法人說明會,上櫃
2026-09-18,14:30,6906,現觀科,本公司受邀參加統一證券所舉辦之活動，說明本公司近期營運概況。,上市
2026-09-22,09:00,1590,亞德客-KY,本公司受邀參加香港美銀證券舉辦之法人說明會「2026 Asia Pacific Conference」，說明本公司2026年第2季營運狀況。,上市
2026-09-22,14:30,3016,嘉晶,本公司受邀參加凱基證券於115年09月22日舉辦之法人說明會，說明公司營業成果及營運展望。,上市
2026-09-23,10:00,3529,力旺,本公司受邀參加BofA舉辦之BofA 2026 Asia Pacific Conference說明本公司財務及業務相關資訊。,上櫃
2026-09-23,14:00,3443,創意,本公司受邀參加2026 BofA Asia Pacific Conference，說明本公司營運概況。,上市
2026-09-23,15:30,4557,永新-KY,本公司辦理第一上市公司財務業務說明會,上市
2026-09-24,09:00,2356,英業達,本公司受邀參加BofA Securities 2026 Asia Pacific Conference，說明本公司營運概況,上市
2026-09-30,14:30,3563,牧德,本公司受邀參加台新綜合證券舉辦之法人說明會，針對公司營運狀況說明。,上市
