訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核,tech_score,news_score,report_score,confidence,signal_type
BUY,吊燈出場（Chandelier Exit）,2369.TW,32.2,4.72,30.5,5.2,0.79,1.1,多頭｜停利 30.5,2026-08-24,✅,53.4,50.0,50.0,51.4,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6214.TW,179.5,0.0,0.0,0.0,1.36,0.5,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,53.3,50.0,50.0,51.3,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,7788.TW,253.0,1.81,0.0,0.0,1.36,0.5,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,53.3,50.0,50.0,51.3,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3591.TW,21.4,3.38,20.2,5.5,0.8,0.7,多頭｜停利 20.2,2026-08-24,✅,53.2,50.0,50.0,51.3,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,1471.TW,10.3,6.51,9.3,9.4,0.99,5.3,多頭｜停利 9.3,2026-08-24,✅,53.1,50.0,50.0,51.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2495.TW,37.5,0.94,35.5,5.4,0.77,0.6,多頭｜停利 35.5,2026-08-24,✅,52.5,50.0,50.0,51.0,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2314.TW,11.9,9.68,11.7,1.7,0.74,2.1,多頭｜停利 11.7,2026-08-24,✅,52.2,50.0,50.0,50.9,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,4563.TWO,39.9,0.88,37.3,6.5,0.82,0.4,多頭｜停利 37.3,2026-08-24,✅,52.4,50.0,50.0,50.9,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1414.TW,19.4,-5.61,0.0,0.0,1.32,1.1,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,52.1,50.0,50.0,50.8,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,4147.TWO,63.7,0.95,0.0,0.0,1.29,0.7,均線轉下出場,2026-08-24,✅,51.2,50.0,50.0,50.5,觀察 ⭐
BUY,大跌中融資逆勢買,2455.TW,381.5,-6.03,381.5,0.0,0.95,0.3,大跌中融資逆勢加碼,2026-08-24,✅,51.0,50.0,50.0,50.4,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6552.TW,25.2,1.41,23.8,5.4,0.72,0.9,多頭｜停利 23.8,2026-08-24,✅,51.0,50.0,50.0,50.4,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5515.TW,53.4,-4.13,0.0,0.0,1.28,1.0,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,50.9,50.0,50.0,50.4,觀察 ⭐
BUY,大跌中融資逆勢買,6451.TW,400.0,-4.31,391.5,2.1,0.69,0.7,大跌中融資逆勢加碼,2026-08-24,✅,50.7,50.0,50.0,50.3,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2484.TW,72.1,-4.88,0.0,0.0,1.27,0.5,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,50.6,50.0,50.0,50.2,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1459.TW,14.7,0.0,0.0,0.0,1.27,0.7,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,50.6,50.0,50.0,50.2,觀察 ⭐
BUY,大跌中融資逆勢買,6831.TW,549.0,-4.36,546.0,0.5,0.68,0.7,大跌中融資逆勢加碼,2026-08-24,✅,50.4,50.0,50.0,50.2,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2867.TW,9.7,0.0,0.0,0.0,1.26,0.0,扣抵預警+籌碼（A即將成立）,2026-08-21,✅,50.3,50.0,50.0,50.1,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2030.TW,23.0,3.14,0.0,0.0,1.26,2.1,A+B1成立，等量縮平台,2026-08-24,✅,50.3,50.0,50.0,50.1,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,1336.TWO,16.8,-0.89,0.0,0.0,1.26,0.5,均線轉下出場,2026-08-24,✅,50.3,50.0,50.0,50.1,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,2723.TW,77.5,5.87,0.0,0.0,1.25,4.0,均線轉下出場,2026-08-24,✅,50.0,50.0,50.0,50.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1907.TW,31.0,-0.64,0.0,0.0,1.25,0.7,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,50.0,50.0,50.0,50.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2905.TW,17.3,-1.98,0.0,0.0,1.25,0.6,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,50.0,50.0,50.0,50.0,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2338.TW,38.3,0.26,37.9,1.3,0.67,0.5,多頭｜停利 37.9,2026-08-24,✅,50.1,50.0,50.0,50.0,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,8088.TWO,46.3,0.98,43.0,7.1,0.76,0.5,多頭｜停利 43.0,2026-08-24,✅,49.6,50.0,50.0,49.9,中性
BUY,吊燈出場（Chandelier Exit）,3305.TW,107.5,-0.46,103.0,4.2,0.66,0.4,多頭｜停利 103.0,2026-08-24,✅,49.8,50.0,50.0,49.9,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4119.TW,51.9,-0.76,0.0,0.0,1.24,0.3,均線轉下出場,2026-08-24,✅,49.7,50.0,50.0,49.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1808.TW,35.7,-3.51,0.0,0.0,1.24,2.0,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,49.7,50.0,50.0,49.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,8462.TW,175.5,0.0,0.0,0.0,1.24,0.3,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,49.7,50.0,50.0,49.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,7610.TW,1710.0,1.48,0.0,0.0,1.24,2.2,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,49.7,50.0,50.0,49.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6669.TW,6300.0,0.72,0.0,0.0,1.24,0.6,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,49.7,50.0,50.0,49.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2637.TW,97.1,-4.8,0.0,0.0,1.23,4.5,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,49.4,50.0,50.0,49.8,中性
BUY,吊燈出場（Chandelier Exit）,6862.TW,137.0,0.0,133.5,2.5,0.65,0.4,多頭｜停利 133.5,2026-08-24,✅,49.5,50.0,50.0,49.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6130.TWO,27.1,-1.28,0.0,0.0,1.23,0.3,均線轉下出場,2026-08-24,✅,49.4,50.0,50.0,49.8,中性
BUY,吊燈出場（Chandelier Exit）,6261.TWO,78.6,2.08,76.7,2.4,0.64,1.7,多頭｜停利 76.7,2026-08-24,✅,49.2,50.0,50.0,49.7,中性
BUY,股價腰斬的中小型績優股,1568.TW,28.6,-1.55,27.0,5.9,0.68,0.3,腰斬績優股（基本面未壞）,2026-08-24,✅,49.1,50.0,50.0,49.6,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,9945.TW,29.0,-1.36,0.0,0.0,1.22,1.1,均線轉下出場,2026-08-24,✅,49.1,50.0,50.0,49.6,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6933.TW,194.5,4.85,0.0,0.0,1.21,0.9,均線轉下出場,2026-08-24,✅,48.8,50.0,50.0,49.5,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6969.TW,34.3,-2.7,0.0,0.0,1.2,0.3,均線轉下出場,2026-08-24,✅,48.5,50.0,50.0,49.4,中性
BUY,大跌後外資買進（隔日跟單）,4561.TWO,44.3,-0.67,40.0,9.8,0.86,0.4,大跌後外資買進（隔日跟單）,2026-08-24,✅,48.6,50.0,50.0,49.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5288.TW,190.0,-0.52,0.0,0.0,1.2,0.3,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,48.5,50.0,50.0,49.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2344.TW,177.0,-2.21,0.0,0.0,1.2,0.7,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,48.5,50.0,50.0,49.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2892.TW,33.5,-0.3,0.0,0.0,1.2,0.6,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,48.5,50.0,50.0,49.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2546.TW,107.0,-6.55,0.0,0.0,1.2,1.2,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,48.5,50.0,50.0,49.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2520.TW,36.5,-0.95,0.0,0.0,1.19,0.7,均線轉下出場,2026-08-24,✅,48.2,50.0,50.0,49.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1444.TW,7.3,-2.79,0.0,0.0,1.19,1.9,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,48.2,50.0,50.0,49.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1447.TW,7.0,-2.92,0.0,0.0,1.19,0.9,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,48.2,50.0,50.0,49.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2851.TW,42.8,-9.02,0.0,0.0,1.19,2.8,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,48.2,50.0,50.0,49.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2537.TW,11.5,-1.71,0.0,0.0,1.18,0.6,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,47.9,50.0,50.0,49.2,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6589.TW,50.3,-1.76,0.0,0.0,1.18,0.7,均線轉下出場,2026-08-24,✅,47.9,50.0,50.0,49.2,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1442.TW,30.6,0.16,0.0,0.0,1.17,0.4,均線轉下出場,2026-08-24,✅,47.6,50.0,50.0,49.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4590.TW,85.8,-1.83,0.0,0.0,1.17,0.8,均線轉下出場,2026-08-24,✅,47.6,50.0,50.0,49.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2850.TW,164.5,-2.37,0.0,0.0,1.17,0.5,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,47.6,50.0,50.0,49.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2881.TW,132.0,-1.49,0.0,0.0,1.17,0.7,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,47.6,50.0,50.0,49.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6672.TW,259.0,-3.18,0.0,0.0,1.17,0.7,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,47.6,50.0,50.0,49.0,中性
SETUP,A+B+C 籌碼趨勢（M哥完整版）,8454.TW,251.0,0.2,0.0,0.0,1.17,0.3,均線轉下出場,2026-08-24,✅,47.6,50.0,50.0,49.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2801.TW,24.0,-0.41,0.0,0.0,1.17,0.3,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,47.6,50.0,50.0,49.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1617.TW,17.4,-1.14,0.0,0.0,1.16,0.2,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,47.3,50.0,50.0,48.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1434.TW,17.8,-1.93,0.0,0.0,1.16,1.8,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,47.3,50.0,50.0,48.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1402.TW,29.5,-2.97,0.0,0.0,1.16,1.4,均線轉下出場,2026-08-24,✅,47.3,50.0,50.0,48.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2509.TW,14.6,-1.01,0.0,0.0,1.16,0.5,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,47.3,50.0,50.0,48.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2886.TW,46.8,-0.21,0.0,0.0,1.15,0.6,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,47.0,50.0,50.0,48.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,7631.TW,144.5,-2.03,0.0,0.0,1.15,0.4,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,47.0,50.0,50.0,48.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2882.TW,98.9,-1.59,0.0,0.0,1.14,0.5,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,46.7,50.0,50.0,48.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1466.TW,16.1,-0.31,0.0,0.0,1.14,0.6,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,46.7,50.0,50.0,48.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,9946.TW,19.1,-0.26,0.0,0.0,1.14,2.5,均線轉下出場,2026-08-24,✅,46.7,50.0,50.0,48.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3443.TW,5365.0,-4.2,0.0,0.0,1.14,0.7,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,46.7,50.0,50.0,48.7,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,8464.TW,360.5,-2.96,0.0,0.0,1.14,0.5,均線轉下出場,2026-08-24,✅,46.7,50.0,50.0,48.7,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4557.TW,51.9,-0.76,0.0,0.0,1.13,0.1,均線轉下出場,2026-08-24,✅,46.4,50.0,50.0,48.6,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4763.TW,46.8,-5.74,0.0,0.0,1.13,1.9,均線轉下出場,2026-08-24,✅,46.4,50.0,50.0,48.6,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4303.TWO,53.2,3.91,0.0,0.0,1.13,3.9,均線轉下出場,2026-08-24,✅,46.4,50.0,50.0,48.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4905.TWO,90.5,1.0,0.0,0.0,1.13,0.7,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,46.4,50.0,50.0,48.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1455.TW,10.0,-0.99,0.0,0.0,1.13,1.1,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,46.4,50.0,50.0,48.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2248.TW,63.5,-5.08,0.0,0.0,1.13,3.0,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,46.4,50.0,50.0,48.6,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1526.TW,16.6,-1.19,0.0,0.0,1.13,0.1,均線轉下出場,2026-08-24,✅,46.4,50.0,50.0,48.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2816.TW,37.3,-1.45,0.0,0.0,1.13,1.8,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,46.4,50.0,50.0,48.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6265.TWO,62.2,4.54,0.0,0.0,1.13,1.6,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,46.4,50.0,50.0,48.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6491.TW,366.0,-1.61,0.0,0.0,1.12,0.4,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,46.1,50.0,50.0,48.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3550.TW,23.0,-0.22,0.0,0.0,1.12,0.5,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,46.1,50.0,50.0,48.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1416.TW,12.1,0.42,0.0,0.0,1.12,1.3,均線轉下出場,2026-08-24,✅,46.1,50.0,50.0,48.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2535.TW,91.0,-0.66,0.0,0.0,1.12,0.4,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,46.1,50.0,50.0,48.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1906.TW,11.6,0.43,0.0,0.0,1.12,3.4,均線轉下出場,2026-08-24,✅,46.1,50.0,50.0,48.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2542.TW,48.3,-1.02,0.0,0.0,1.12,0.9,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,46.1,50.0,50.0,48.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,5704.TWO,23.5,0.86,0.0,0.0,1.11,2.7,均線轉下出場,2026-08-24,✅,45.8,50.0,50.0,48.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2906.TW,13.9,0.0,0.0,0.0,1.11,0.8,均線轉下出場,2026-08-24,✅,45.8,50.0,50.0,48.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2845.TW,13.6,-0.37,0.0,0.0,1.11,1.2,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,45.8,50.0,50.0,48.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1440.TW,13.6,-2.86,0.0,0.0,1.11,1.1,均線轉下出場,2026-08-24,✅,45.8,50.0,50.0,48.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2516.TW,14.4,0.7,0.0,0.0,1.11,0.7,均線轉下出場,2026-08-24,✅,45.8,50.0,50.0,48.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2461.TW,18.2,0.28,0.0,0.0,1.11,0.4,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,45.8,50.0,50.0,48.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4530.TWO,27.7,6.13,0.0,0.0,1.11,2.0,均線轉下出場,2026-08-24,✅,45.8,50.0,50.0,48.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,5283.TW,59.2,2.25,0.0,0.0,1.11,1.6,均線轉下出場,2026-08-24,✅,45.8,50.0,50.0,48.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,3508.TWO,22.6,-2.59,0.0,0.0,1.11,1.9,均線轉下出場,2026-08-24,✅,45.8,50.0,50.0,48.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1710.TW,15.3,-3.47,0.0,0.0,1.1,0.8,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,45.5,50.0,50.0,48.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3034.TW,542.0,2.26,0.0,0.0,1.1,1.1,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,45.5,50.0,50.0,48.2,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6919.TW,110.5,-2.64,0.0,0.0,1.1,1.2,均線轉下出場,2026-08-24,✅,45.5,50.0,50.0,48.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1437.TW,31.8,-1.7,0.0,0.0,1.1,0.3,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,45.5,50.0,50.0,48.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1342.TW,103.0,0.0,0.0,0.0,1.1,0.4,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,45.5,50.0,50.0,48.2,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,3005.TW,116.0,-0.85,0.0,0.0,1.1,0.4,均線轉下出場,2026-08-24,✅,45.5,50.0,50.0,48.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1558.TW,102.5,2.5,0.0,0.0,1.1,0.9,均線轉下出場,2026-08-24,✅,45.5,50.0,50.0,48.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1517.TW,11.3,-2.59,0.0,0.0,1.1,0.3,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,45.5,50.0,50.0,48.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1905.TW,13.4,-1.83,0.0,0.0,1.09,0.6,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,45.2,50.0,50.0,48.1,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5876.TW,43.4,-1.7,0.0,0.0,1.09,0.5,均線轉下出場,2026-08-24,✅,45.2,50.0,50.0,48.1,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5432.TWO,147.0,-2.65,0.0,0.0,1.09,2.3,均線轉下出場,2026-08-24,✅,45.2,50.0,50.0,48.1,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2613.TW,23.9,-4.02,0.0,0.0,1.09,9.4,均線轉下出場,2026-08-24,✅,45.2,50.0,50.0,48.1,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1321.TW,32.3,0.0,0.0,0.0,1.09,0.4,均線轉下出場,2026-08-24,✅,45.2,50.0,50.0,48.1,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5607.TW,55.5,-0.72,0.0,0.0,1.09,2.5,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,45.2,50.0,50.0,48.1,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1316.TW,11.3,0.89,0.0,0.0,1.08,3.6,均線轉下出場,2026-08-24,✅,44.9,50.0,50.0,48.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4554.TWO,32.8,1.08,0.0,0.0,1.08,0.0,均線轉下出場,2026-08-24,✅,44.9,50.0,50.0,48.0,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2364.TW,74.6,-7.67,0.0,0.0,1.08,2.3,均線轉下出場,2026-08-24,✅,44.9,50.0,50.0,48.0,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2029.TW,22.5,1.13,0.0,0.0,1.08,2.0,均線轉下出場,2026-08-24,✅,44.9,50.0,50.0,48.0,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2607.TW,52.3,-0.19,0.0,0.0,1.08,1.5,均線轉下出場,2026-08-24,✅,44.9,50.0,50.0,48.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6187.TWO,1205.0,0.84,0.0,0.0,1.08,0.4,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,44.9,50.0,50.0,48.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6024.TW,62.7,-0.48,0.0,0.0,1.08,0.5,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,44.9,50.0,50.0,48.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2636.TW,74.6,1.77,0.0,0.0,1.08,5.1,均線轉下出場,2026-08-24,✅,44.9,50.0,50.0,48.0,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2739.TW,37.8,-0.53,0.0,0.0,1.07,1.6,均線轉下出場,2026-08-24,✅,44.6,50.0,50.0,47.8,中性
SETUP,A+B+C 籌碼趨勢（M哥完整版）,8411.TW,12.9,0.78,0.0,0.0,1.07,0.2,A+B1成立，等量縮平台,2026-08-24,✅,44.6,50.0,50.0,47.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3266.TW,14.0,0.0,0.0,0.0,1.07,0.4,均線轉下出場,2026-08-24,✅,44.6,50.0,50.0,47.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1313.TW,11.6,-2.93,0.0,0.0,1.07,0.6,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,44.6,50.0,50.0,47.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2115.TW,24.0,-0.82,0.0,0.0,1.07,1.0,均線轉下出場,2026-08-24,✅,44.6,50.0,50.0,47.8,中性
BUY,大跌後外資買進（隔日跟單）,3625.TWO,11.4,2.25,10.1,11.0,0.78,1.0,大跌後外資買進（隔日跟單）,2026-08-24,✅,44.4,50.0,50.0,47.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1736.TW,127.0,-3.42,0.0,0.0,1.07,0.3,均線轉下出場,2026-08-24,✅,44.6,50.0,50.0,47.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2718.TWO,49.9,0.3,0.0,0.0,1.07,1.8,均線轉下出場,2026-08-24,✅,44.6,50.0,50.0,47.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,9939.TW,134.5,0.37,0.0,0.0,1.07,0.5,均線轉下出場,2026-08-24,✅,44.6,50.0,50.0,47.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2753.TW,188.5,0.27,0.0,0.0,1.07,1.2,均線轉下出場,2026-08-24,✅,44.6,50.0,50.0,47.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2617.TW,31.8,-0.16,0.0,0.0,1.07,2.1,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,44.6,50.0,50.0,47.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1608.TW,36.7,2.37,0.0,0.0,1.07,1.0,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,44.6,50.0,50.0,47.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2641.TWO,18.9,-0.53,0.0,0.0,1.06,4.4,均線轉下出場,2026-08-24,✅,44.3,50.0,50.0,47.7,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,5206.TWO,22.9,2.46,0.0,0.0,1.06,2.0,均線轉下出場,2026-08-24,✅,44.3,50.0,50.0,47.7,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2480.TW,160.5,0.31,0.0,0.0,1.06,0.3,均線轉下出場,2026-08-24,✅,44.3,50.0,50.0,47.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2852.TW,29.2,0.0,0.0,0.0,1.06,1.5,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,44.3,50.0,50.0,47.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2612.TW,60.3,0.17,0.0,0.0,1.06,2.9,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,44.3,50.0,50.0,47.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6624.TWO,42.3,0.0,0.0,0.0,1.06,0.2,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,44.3,50.0,50.0,47.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,8284.TWO,67.1,-0.59,0.0,0.0,1.06,0.2,均線轉下出場,2026-08-24,✅,44.3,50.0,50.0,47.7,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,9935.TW,20.3,0.25,0.0,0.0,1.06,0.5,均線轉下出場,2026-08-24,✅,44.3,50.0,50.0,47.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4904.TW,101.5,-0.98,0.0,0.0,1.06,0.6,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,44.3,50.0,50.0,47.7,中性
